prtDayDate,customerID,productID,documentID,prtQuantity,prdGroup6ID
1/10/2013,102213862,102106036,102009,12,102003
1/10/2013,102213862,102102882,102009,24,102003
1/10/2013,102213862,102102877,102009,24,102003
1/10/2013,102213862,102103873,102009,12,102003
1/10/2013,102213862,102103880,102009,24,102003
1/10/2013,102202707,102102877,102009,48,102003
1/10/2013,102202707,102102878,102009,24,102003
1/10/2013,102202707,102106037,102009,60,102003
1/10/2013,102202707,102106034,102009,60,102003
1/10/2013,102202707,102106036,102009,60,102003
1/10/2013,102202707,102106035,102009,60,102003
1/10/2013,102202707,102103880,102009,36,102003
1/10/2013,102202707,102103878,102009,36,102003
1/10/2013,102202707,102103873,102009,48,102003
1/10/2013,102202707,102102877,102009,48,102003
1/10/2013,102202707,102102882,102009,48,102003
1/10/2013,102202707,102102882,102009,120,102003
1/10/2013,102216995,102106037,102009,36,102003
1/10/2013,102216995,102106034,102009,36,102003
1/10/2013,102216995,102106035,102009,36,102003
1/10/2013,102216995,102106036,102009,36,102003
1/10/2013,102216995,102102875,102009,12,102003
1/10/2013,102216995,102102882,102009,48,102003
1/10/2013,102216995,102102877,102009,48,102003
1/10/2013,102216995,102102878,102009,24,102003
1/10/2013,102216995,102103878,102009,24,102003
1/10/2013,102216995,102103880,102009,24,102003
1/10/2013,102216995,102106104,102009,24,102003
1/10/2013,102216995,102106101,102009,24,102003
1/10/2013,102216995,102106153,102009,24,102003
1/10/2013,102101383,102105288,102009,876,102003
1/10/2013,102101383,102106035,102009,780,102003
1/10/2013,102101383,102106037,102009,780,102003
1/10/2013,102101383,102106036,102009,828,102003
1/10/2013,102101383,102106038,102009,300,102003
1/10/2013,102101383,102102883,102009,408,102003
1/10/2013,102101383,102102882,102009,1800,102003
1/10/2013,102101383,102106104,102009,600,102003
1/10/2013,102101383,102102878,102009,1320,102003
1/10/2013,102101383,102102877,102009,1560,102003
1/10/2013,102101383,102103873,102009,768,102003
1/10/2013,102101383,102103878,102009,804,102003
1/10/2013,102101383,102103880,102009,792,102003
1/10/2013,102101383,102106101,102009,840,102003
1/10/2013,102101383,102106102,102009,552,102003
1/10/2013,102101383,102106151,102009,600,102003
1/10/2013,102101383,102106153,102009,311,102003
1/10/2013,102101383,102106153,102009,469,102003
1/10/2013,102101383,102102875,102009,204,102003
1/10/2013,102101323,102104434,102007,45,102002
1/10/2013,102101323,102106025,102007,1,102002
1/10/2013,102101323,102106025,102007,299,102002
1/10/2013,102101323,102106024,102007,300,102002
1/10/2013,102101323,102106030,102007,459,102002
1/10/2013,102101323,102106033,102007,612,102002
1/10/2013,102101323,102106032,102007,55,102002
1/10/2013,102101323,102106032,102007,557,102002
1/10/2013,102101323,102103798,102007,6,102002
1/10/2013,102101323,102103798,102007,162,102002
1/10/2013,102101650,102105288,102009,600,102003
1/10/2013,102101650,102106035,102009,420,102003
1/10/2013,102101650,102106037,102009,360,102003
1/10/2013,102101650,102106036,102009,540,102003
1/10/2013,102101650,102106038,102009,360,102003
1/10/2013,102101650,102102883,102009,312,102003
1/10/2013,102101650,102102883,102009,48,102003
1/10/2013,102101650,102102882,102009,1200,102003
1/10/2013,102101650,102106104,102009,360,102003
1/10/2013,102101650,102102878,102009,1200,102003
1/10/2013,102101650,102102877,102009,1200,102003
1/10/2013,102101650,102103873,102009,300,102003
1/10/2013,102101650,102103878,102009,420,102003
1/10/2013,102101650,102103880,102009,360,102003
1/10/2013,102101650,102106101,102009,204,102003
1/10/2013,102101650,102106102,102009,144,102003
1/10/2013,102101650,102106151,102009,216,102003
1/10/2013,102101650,102106153,102009,600,102003
1/10/2013,102101650,102102875,102009,240,102003
1/10/2013,102301430,102101519,102007,154,102001
1/10/2013,102301430,102101519,102007,134,102001
1/10/2013,102301430,102101520,102007,2,102001
1/10/2013,102301430,102101520,102007,70,102001
1/10/2013,102301065,102101521,102007,2754,102002
1/10/2013,102301430,102101519,102007,360,102001
1/10/2013,102101378,102102882,102003,-24,102003
1/10/2013,102101378,102103880,102003,-12,102003
1/10/2013,102202639,102102882,102009,24,102003
1/10/2013,102202639,102103880,102009,12,102003
1/10/2013,102101378,102106034,102003,-48,102003
1/10/2013,102101378,102106035,102003,-36,102003
1/10/2013,102101378,102106036,102003,-36,102003
1/10/2013,102101378,102106037,102003,-12,102003
1/10/2013,102101378,102106038,102003,-12,102003
1/10/2013,102202648,102106034,102009,48,102003
1/10/2013,102202606,102106024,102008,1080,102002
1/10/2013,102101333,102106259,102007,1350,102002
1/10/2013,102101333,102106259,102007,225,102002
1/10/2013,102216995,102106037,102009,-36,102003
1/10/2013,102216995,102106034,102009,-36,102003
1/10/2013,102216995,102106035,102009,-36,102003
1/10/2013,102216995,102106036,102009,-36,102003
1/10/2013,102216995,102102875,102009,-12,102003
1/10/2013,102216995,102102882,102009,-48,102003
1/10/2013,102216995,102102877,102009,-48,102003
1/10/2013,102216995,102102878,102009,-24,102003
1/10/2013,102216995,102103878,102009,-24,102003
1/10/2013,102216995,102103880,102009,-24,102003
1/10/2013,102216995,102106104,102009,-24,102003
1/10/2013,102216995,102106101,102009,-24,102003
1/10/2013,102216995,102106153,102009,-24,102003
1/10/2013,102202712,102106037,102009,36,102003
1/10/2013,102202712,102106034,102009,36,102003
1/10/2013,102202712,102106035,102009,36,102003
1/10/2013,102202712,102106036,102009,36,102003
1/10/2013,102202712,102102875,102009,12,102003
1/10/2013,102202712,102102882,102009,48,102003
1/10/2013,102202712,102102877,102009,48,102003
1/10/2013,102202712,102102878,102009,24,102003
1/10/2013,102202712,102103878,102009,24,102003
1/10/2013,102202712,102103880,102009,24,102003
1/10/2013,102202712,102106104,102009,24,102003
1/10/2013,102202712,102106101,102009,24,102003
1/10/2013,102202712,102106153,102009,24,102003
1/10/2013,102102574,102103873,102003,-12,102003
1/10/2013,102102574,102103878,102003,-12,102003
1/10/2013,102102574,102103880,102003,-12,102003
1/10/2013,102102574,102106153,102003,-12,102003
1/10/2013,102215822,102103873,102009,12,102003
1/10/2013,102215822,102103878,102009,12,102003
1/10/2013,102215822,102103880,102009,12,102003
1/10/2013,102215822,102106153,102009,12,102003
1/10/2013,102102574,102106035,102003,-24,102003
1/10/2013,102102574,102106036,102003,-24,102003
1/10/2013,102102574,102106037,102003,-24,102003
1/10/2013,102215822,102106035,102009,24,102003
1/10/2013,102215822,102106036,102009,24,102003
1/10/2013,102215822,102106037,102009,24,102003
1/10/2013,102102574,102106034,102003,-96,102003
1/10/2013,102102574,102106035,102003,-48,102003
1/10/2013,102102574,102106036,102003,-60,102003
1/10/2013,102102574,102106037,102003,-36,102003
1/10/2013,102215822,102106034,102009,96,102003
1/10/2013,102215822,102106035,102009,48,102003
1/10/2013,102215822,102106036,102009,60,102003
1/10/2013,102215822,102106037,102009,36,102003
1/10/2013,102102574,102106034,102003,-24,102003
1/10/2013,102102574,102106035,102003,-24,102003
1/10/2013,102102574,102106036,102003,-24,102003
1/10/2013,102102574,102106037,102003,-12,102003
1/10/2013,102215822,102106034,102009,24,102003
1/10/2013,102215822,102106035,102009,24,102003
1/10/2013,102215822,102106036,102009,24,102003
1/10/2013,102215822,102106037,102009,12,102003
1/10/2013,102102574,102106034,102003,-84,102003
1/10/2013,102102574,102106035,102003,-24,102003
1/10/2013,102102574,102106036,102003,-48,102003
1/10/2013,102102574,102106037,102003,-24,102003
1/10/2013,102202646,102106034,102009,84,102003
1/10/2013,102202646,102106035,102009,24,102003
1/10/2013,102202646,102106036,102009,48,102003
1/10/2013,102202646,102106037,102009,24,102003
1/10/2013,102102574,102102877,102003,-72,102003
1/10/2013,102102574,102102878,102003,-24,102003
1/10/2013,102102574,102102882,102003,-48,102003
1/10/2013,102102574,102106035,102003,-24,102003
1/10/2013,102202635,102102877,102009,72,102003
1/10/2013,102202635,102102878,102009,24,102003
1/10/2013,102202635,102102882,102009,48,102003
1/10/2013,102202635,102106035,102009,24,102003
1/10/2013,102102574,102106034,102003,-60,102003
1/10/2013,102102574,102106035,102003,-48,102003
1/10/2013,102102574,102106036,102003,-36,102003
1/10/2013,102102574,102106037,102003,-12,102003
1/10/2013,102202654,102106034,102009,60,102003
1/10/2013,102202654,102106035,102009,48,102003
1/10/2013,102202654,102106036,102009,36,102003
1/10/2013,102202654,102106037,102009,12,102003
1/10/2013,102102574,102106034,102003,-72,102003
1/10/2013,102102574,102106035,102003,-48,102003
1/10/2013,102102574,102106036,102003,-48,102003
1/10/2013,102102574,102106037,102003,-24,102003
1/10/2013,102203294,102106034,102009,72,102003
1/10/2013,102203294,102106035,102009,48,102003
1/10/2013,102203294,102106036,102009,48,102003
1/10/2013,102203294,102106037,102009,24,102003
1/10/2013,102102574,102102877,102003,-24,102003
1/10/2013,102102574,102102878,102003,-48,102003
1/10/2013,102102574,102102882,102003,-24,102003
1/10/2013,102102574,102102883,102003,-48,102003
1/10/2013,102102574,102106036,102003,-12,102003
1/10/2013,102102574,102106037,102003,-24,102003
1/10/2013,102202641,102102877,102009,24,102003
1/10/2013,102202641,102102878,102009,48,102003
1/10/2013,102202641,102102882,102009,24,102003
1/10/2013,102202641,102102883,102009,48,102003
1/10/2013,102202641,102106036,102009,12,102003
1/10/2013,102202641,102106037,102009,24,102003
1/10/2013,102102574,102106034,102003,-72,102003
1/10/2013,102102574,102106035,102003,-36,102003
1/10/2013,102102574,102106036,102003,-48,102003
1/10/2013,102102574,102106037,102003,-24,102003
1/10/2013,102202810,102106034,102009,72,102003
1/10/2013,102202810,102106035,102009,36,102003
1/10/2013,102202810,102106036,102009,48,102003
1/10/2013,102202810,102106037,102009,24,102003
1/10/2013,102102574,102106034,102003,-72,102003
1/10/2013,102102574,102106035,102003,-36,102003
1/10/2013,102102574,102106036,102003,-48,102003
1/10/2013,102102574,102106037,102003,-12,102003
1/10/2013,102202644,102106034,102009,72,102003
1/10/2013,102202644,102106035,102009,36,102003
1/10/2013,102202644,102106036,102009,48,102003
1/10/2013,102202644,102106037,102009,12,102003
1/10/2013,102101369,102101517,102007,500,102002
1/10/2013,102101369,102101517,102007,450,102002
1/10/2013,102500070,102105292,102014,800,102002
1/10/2013,102500070,102105293,102014,1280,102002
1/10/2013,102500070,102105291,102014,800,102002
1/10/2013,102101369,102106259,102007,60,102002
1/10/2013,102101369,102106030,102007,300,102002
1/10/2013,102101369,102106031,102007,30,102002
1/10/2013,102101369,102106026,102007,10,102002
1/10/2013,102500070,102106086,102014,103,102002
1/10/2013,102500070,102106086,102014,1247,102002
1/10/2013,102102685,102106267,102007,3528,102002
1/10/2013,102102685,102106267,102007,3528,102002
1/10/2013,102101323,102106260,102007,1680,102002
1/10/2013,102101323,102103888,102007,20,102002
1/10/2013,102101323,102106206,102007,5,102002
1/10/2013,102101323,102105248,102007,5,102002
1/10/2013,102101323,102105249,102007,5,102002
1/10/2013,102101323,102105251,102007,3,102002
1/10/2013,102213037,102106294,102007,550,102002
1/10/2013,102101655,102104434,102007,45,102002
1/10/2013,102101655,102103837,102007,30,102002
1/10/2013,102101655,102106024,102007,6,102002
1/10/2013,102101655,102106024,102007,3,102002
1/10/2013,102101655,102106024,102007,66,102002
1/10/2013,102101655,102106026,102007,75,102002
1/10/2013,102101655,102106294,102007,200,102002
1/10/2013,102101655,102106298,102007,45,102002
1/10/2013,102101655,102106299,102007,45,102002
1/10/2013,102101655,102106303,102007,75,102002
1/10/2013,102101655,102106308,102007,4,102002
1/10/2013,102101655,102106308,102007,41,102002
1/10/2013,102101655,102106304,102007,3,102002
1/10/2013,102101655,102106304,102007,97,102002
1/10/2013,102102574,102106034,102003,-180,102003
1/10/2013,102102574,102106035,102003,-60,102003
1/10/2013,102102574,102106036,102003,-84,102003
1/10/2013,102102685,102106267,102007,3528,102002
1/10/2013,102500070,102106086,102014,1050,102002
1/10/2013,102500070,102105338,102014,90,102002
1/10/2013,102102685,102106267,102007,3528,102002
1/10/2013,102202789,102102877,102009,12,102003
1/10/2013,102202789,102102878,102009,12,102003
1/10/2013,102202789,102103873,102009,12,102003
1/10/2013,102202789,102106034,102009,24,102003
1/10/2013,102202789,102106035,102009,12,102003
1/10/2013,102202789,102106036,102009,12,102003
1/10/2013,102202789,102106037,102009,12,102003
1/10/2013,102202789,102106101,102009,12,102003
1/10/2013,102202789,102106102,102009,12,102003
1/10/2013,102202789,102106151,102009,12,102003
1/10/2013,102102685,102106267,102007,2180,102002
1/10/2013,102102685,102106267,102007,1348,102002
1/10/2013,102102685,102106267,102007,3528,102002
1/10/2013,102202606,102106307,102008,25,102002
1/10/2013,102202606,102106026,102008,905,102002
1/10/2013,102202606,102106026,102008,4,102002
1/10/2013,102202606,102106071,102008,7,102002
1/10/2013,102202606,102106072,102008,17,102002
1/10/2013,102202606,102105253,102008,1,102002
1/10/2013,102202606,102104429,102008,22,102002
1/10/2013,102202606,102104427,102008,33,102002
1/10/2013,102202606,102104431,102008,26,102002
1/10/2013,102202606,102104434,102008,19,102002
1/10/2013,102202606,102104432,102008,38,102002
1/10/2013,102202606,102104436,102008,23,102002
1/10/2013,102202606,102105046,102008,1,102002
1/10/2013,102202606,102105047,102008,11,102002
1/10/2013,102202606,102105048,102008,1,102002
1/10/2013,102202606,102105049,102008,4,102002
1/10/2013,102202606,102105052,102008,2,102002
1/10/2013,102202606,102105054,102008,1,102002
1/10/2013,102202606,102105060,102008,2,102002
1/10/2013,102202606,102105053,102008,1,102002
1/10/2013,102213037,102106024,102007,1650,102002
1/10/2013,102202606,102106025,102008,826,102002
1/10/2013,102101314,102105060,102007,10,102002
1/10/2013,102101314,102104428,102007,74,102002
1/10/2013,102101314,102104428,102007,24,102002
1/10/2013,102101314,102106030,102007,459,102002
1/10/2013,102101314,102106032,102007,153,102002
1/10/2013,102101314,102103803,102007,14,102002
1/10/2013,102101314,102103801,102007,92,102002
1/10/2013,102101314,102103798,102007,168,102002
1/10/2013,102202648,102106035,102009,36,102003
1/10/2013,102202648,102106036,102009,36,102003
1/10/2013,102202648,102106037,102009,12,102003
1/10/2013,102202648,102106038,102009,12,102003
1/10/2013,102101378,102106034,102003,-96,102003
1/10/2013,102101378,102106035,102003,-48,102003
1/10/2013,102101378,102106036,102003,-60,102003
1/10/2013,102101378,102106037,102003,-36,102003
1/10/2013,102101378,102106038,102003,-12,102003
1/10/2013,102202648,102106034,102009,96,102003
1/10/2013,102202648,102106035,102009,48,102003
1/10/2013,102202648,102106036,102009,60,102003
1/10/2013,102202648,102106037,102009,36,102003
1/10/2013,102202648,102106038,102009,12,102003
1/10/2013,102101378,102102882,102003,-48,102003
1/10/2013,102213144,102102882,102009,48,102003
1/10/2013,102101378,102102875,102003,-12,102003
1/10/2013,102101378,102102877,102003,-24,102003
1/10/2013,102101378,102102878,102003,-24,102003
1/10/2013,102101378,102102882,102003,-24,102003
1/10/2013,102101378,102103878,102003,-12,102003
1/10/2013,102101378,102106034,102003,-60,102003
1/10/2013,102101378,102106035,102003,-48,102003
1/10/2013,102101378,102106036,102003,-48,102003
1/10/2013,102101378,102106037,102003,-12,102003
1/10/2013,102202726,102102875,102009,12,102003
1/10/2013,102202726,102102877,102009,24,102003
1/10/2013,102202726,102102878,102009,24,102003
1/10/2013,102202726,102102882,102009,24,102003
1/10/2013,102202726,102103878,102009,12,102003
1/10/2013,102202726,102106034,102009,60,102003
1/10/2013,102202726,102106035,102009,48,102003
1/10/2013,102202726,102106036,102009,48,102003
1/10/2013,102202726,102106037,102009,12,102003
1/10/2013,102101378,102102883,102003,-24,102003
1/10/2013,102101378,102106034,102003,-36,102003
1/10/2013,102101378,102106035,102003,-120,102003
1/10/2013,102101378,102106036,102003,-120,102003
1/10/2013,102101378,102106037,102003,-12,102003
1/10/2013,102202756,102102883,102009,24,102003
1/10/2013,102202756,102106034,102009,36,102003
1/10/2013,102202756,102106035,102009,120,102003
1/10/2013,102202756,102106036,102009,120,102003
1/10/2013,102202756,102106037,102009,12,102003
1/10/2013,102101378,102102875,102003,-12,102003
1/10/2013,102101378,102102877,102003,-24,102003
1/10/2013,102101378,102102878,102003,-96,102003
1/10/2013,102101378,102102882,102003,-24,102003
1/10/2013,102101378,102102883,102003,-24,102003
1/10/2013,102101378,102106037,102003,-36,102003
1/10/2013,102202863,102102875,102009,12,102003
1/10/2013,102202863,102102877,102009,24,102003
1/10/2013,102202863,102102878,102009,96,102003
1/10/2013,102202863,102102882,102009,24,102003
1/10/2013,102202863,102102883,102009,24,102003
1/10/2013,102202863,102106037,102009,36,102003
1/10/2013,102101378,102102877,102003,-24,102003
1/10/2013,102101378,102103880,102003,-12,102003
1/10/2013,102101378,102106034,102003,-24,102003
1/10/2013,102101378,102106035,102003,-24,102003
1/10/2013,102203209,102102877,102009,24,102003
1/10/2013,102203209,102103880,102009,12,102003
1/10/2013,102203209,102106034,102009,24,102003
1/10/2013,102203209,102106035,102009,24,102003
1/10/2013,102101378,102106034,102003,-84,102003
1/10/2013,102101378,102106035,102003,-48,102003
1/10/2013,102101378,102106036,102003,-48,102003
1/10/2013,102101378,102106037,102003,-12,102003
1/10/2013,102101378,102106038,102003,-12,102003
1/10/2013,102202661,102106034,102009,84,102003
1/10/2013,102202661,102106035,102009,48,102003
1/10/2013,102202661,102106036,102009,48,102003
1/10/2013,102202661,102106037,102009,12,102003
1/10/2013,102202661,102106038,102009,12,102003
1/10/2013,102101378,102106034,102003,-144,102003
1/10/2013,102101378,102106035,102003,-96,102003
1/10/2013,102101378,102106036,102003,-108,102003
1/10/2013,102101378,102106037,102003,-24,102003
1/10/2013,102101378,102106038,102003,-12,102003
1/10/2013,102202662,102106034,102009,144,102003
1/10/2013,102202662,102106035,102009,96,102003
1/10/2013,102202662,102106036,102009,108,102003
1/10/2013,102202662,102106037,102009,24,102003
1/10/2013,102202662,102106038,102009,12,102003
1/10/2013,102101378,102102875,102003,-60,102003
1/10/2013,102101378,102102883,102003,-48,102003
1/10/2013,102101378,102103878,102003,-24,102003
1/10/2013,102101378,102106034,102003,-120,102003
1/10/2013,102101378,102106035,102003,-60,102003
1/10/2013,102101378,102106036,102003,-120,102003
1/10/2013,102101378,102106037,102003,-36,102003
1/10/2013,102101378,102106153,102003,-24,102003
1/10/2013,102202735,102102875,102009,60,102003
1/10/2013,102202735,102102883,102009,48,102003
1/10/2013,102202735,102103878,102009,24,102003
1/10/2013,102202735,102106034,102009,120,102003
1/10/2013,102202735,102106035,102009,60,102003
1/10/2013,102202735,102106036,102009,120,102003
1/10/2013,102202735,102106037,102009,36,102003
1/10/2013,102202735,102106153,102009,24,102003
1/10/2013,102101378,102102878,102003,-48,102003
1/10/2013,102101378,102106037,102003,-48,102003
1/10/2013,102214298,102102878,102009,48,102003
1/10/2013,102214298,102106037,102009,48,102003
1/10/2013,102101378,102102877,102003,-24,102003
1/10/2013,102101378,102102882,102003,-48,102003
1/10/2013,102101378,102102883,102003,-24,102003
1/10/2013,102101378,102106101,102003,-12,102003
1/10/2013,102202729,102102877,102009,24,102003
1/10/2013,102202729,102102882,102009,48,102003
1/10/2013,102202729,102102883,102009,24,102003
1/10/2013,102202729,102106101,102009,12,102003
1/10/2013,102101373,102105288,102009,360,102003
1/10/2013,102101373,102106035,102009,360,102003
1/10/2013,102101373,102106037,102009,360,102003
1/10/2013,102101373,102106036,102009,420,102003
1/10/2013,102101373,102106038,102009,120,102003
1/10/2013,102101373,102102883,102009,360,102003
1/10/2013,102101373,102102882,102009,480,102003
1/10/2013,102101373,102106104,102009,360,102003
1/10/2013,102101373,102102878,102009,360,102003
1/10/2013,102101373,102102877,102009,480,102003
1/10/2013,102101373,102103873,102009,120,102003
1/10/2013,102101373,102103878,102009,120,102003
1/10/2013,102101373,102103880,102009,120,102003
1/10/2013,102101373,102106101,102009,60,102003
1/10/2013,102101373,102106102,102009,60,102003
1/10/2013,102101373,102106151,102009,60,102003
1/10/2013,102101373,102106153,102009,120,102003
1/10/2013,102101373,102102875,102009,24,102003
1/10/2013,102301431,102101519,102007,252,102001
1/10/2013,102301431,102101519,102007,252,102001
1/10/2013,102301431,102101520,102007,36,102001
1/10/2013,102202606,102101866,102018,-7,102003
1/10/2013,102202606,102103650,102018,-8,102003
1/10/2013,102202606,102103657,102018,-1,102003
1/10/2013,102202606,102103653,102018,-11,102003
1/10/2013,102202606,102103652,102018,-12,102003
1/10/2013,102202606,102103656,102018,-4,102003
1/10/2013,102202606,102101866,102018,-13,102003
1/10/2013,102202606,102101866,102018,-11,102003
1/10/2013,102202606,102101866,102018,-17,102003
1/10/2013,102202606,102101866,102018,-19,102003
1/10/2013,102202606,102103652,102018,-7,102003
1/10/2013,102202606,102103656,102018,-15,102003
1/10/2013,102202606,102103650,102018,-7,102003
1/10/2013,102202606,102101866,102018,-15,102003
1/10/2013,102202606,102103650,102018,-33,102003
1/10/2013,102202606,102101866,102018,-22,102003
1/10/2013,102217289,102103653,102018,-16,102003
1/10/2013,102217289,102103657,102018,-13,102003
1/10/2013,102217289,102101866,102018,-24,102003
1/10/2013,102217289,102103653,102018,-11,102003
1/10/2013,102217289,102103657,102018,-4,102003
1/10/2013,102217289,102103652,102018,-17,102003
1/10/2013,102217289,102103653,102018,-33,102003
1/10/2013,102217289,102103657,102018,-30,102003
1/10/2013,102217289,102103653,102018,-23,102003
1/10/2013,102217289,102103656,102018,-1,102003
1/10/2013,102217289,102103657,102018,-14,102003
1/10/2013,102217289,102103657,102018,-16,102003
1/10/2013,102217289,102101866,102018,-3,102003
1/10/2013,102217289,102103652,102018,-1,102003
1/10/2013,102217289,102103653,102018,-2,102003
1/10/2013,102217289,102103656,102018,-17,102003
1/10/2013,102217289,102103657,102018,-37,102003
1/10/2013,102217289,102103657,102018,-9,102003
1/10/2013,102217289,102103653,102018,-10,102003
1/10/2013,102217289,102103656,102018,-3,102003
1/10/2013,102217289,102103653,102018,-2,102003
1/10/2013,102217289,102103657,102018,-5,102003
1/10/2013,102217289,102101866,102018,-4,102003
1/10/2013,102217289,102103653,102018,-3,102003
1/10/2013,102217289,102103657,102018,-7,102003
1/10/2013,102217289,102101866,102018,-4,102003
1/10/2013,102217289,102103657,102018,-19,102003
1/10/2013,102217289,102101866,102018,-3,102003
1/10/2013,102217289,102103657,102018,-8,102003
1/10/2013,102217289,102101866,102018,-11,102003
1/10/2013,102217289,102103653,102018,-4,102003
1/10/2013,102217289,102103657,102018,-8,102003
1/10/2013,102217289,102101866,102018,-10,102003
1/10/2013,102217289,102103657,102018,-1,102003
1/10/2013,102217289,102103653,102018,-2,102003
1/10/2013,102217289,102103656,102018,-2,102003
1/10/2013,102217289,102103657,102018,-12,102003
1/10/2013,102217289,102101866,102018,-20,102003
1/10/2013,102217289,102103653,102018,-14,102003
1/10/2013,102217289,102103657,102018,-14,102003
1/10/2013,102202606,102103650,102018,-30,102003
1/10/2013,102202606,102103650,102018,-12,102003
1/10/2013,102202606,102101866,102018,-3,102003
1/10/2013,102202606,102101866,102018,-3,102003
1/10/2013,102202606,102101866,102018,-16,102003
1/10/2013,102202606,102101866,102018,-8,102003
1/10/2013,102202606,102103650,102018,-5,102003
1/10/2013,102202606,102103657,102018,-1,102003
1/10/2013,102202606,102103650,102018,-9,102003
1/10/2013,102202606,102101866,102018,-4,102003
1/10/2013,102213037,102103650,102018,-17,102003
1/10/2013,102213037,102103657,102018,-2,102003
1/10/2013,102213037,102103653,102018,-4,102003
1/10/2013,102213037,102103652,102018,-1,102003
1/10/2013,102213037,102103656,102018,-2,102003
1/10/2013,102213037,102103657,102018,-17,102003
1/10/2013,102213037,102103653,102018,-11,102003
1/10/2013,102213037,102102480,102018,-13,102003
1/10/2013,102213037,102102579,102018,-5,102003
1/10/2013,102213037,102103655,102018,-14,102003
1/10/2013,102213037,102102482,102018,-7,102003
1/10/2013,102213037,102103655,102018,-21,102003
1/10/2013,102213037,102103653,102018,-8,102003
1/10/2013,102213037,102103657,102018,-10,102003
1/10/2013,102213037,102103653,102018,-2,102003
1/10/2013,102213037,102103652,102018,-3,102003
1/10/2013,102213037,102103656,102018,-2,102003
1/10/2013,102213037,102103653,102018,-9,102003
1/10/2013,102213037,102103650,102018,-8,102003
1/10/2013,102213037,102103656,102018,-3,102003
1/10/2013,102213037,102102480,102018,-3,102003
1/10/2013,102213037,102102482,102018,-7,102003
1/10/2013,102213037,102102484,102018,-51,102003
1/10/2013,102213037,102103653,102018,-7,102003
1/10/2013,102213037,102103652,102018,-10,102003
1/10/2013,102213037,102103657,102018,-15,102003
1/10/2013,102213037,102103655,102018,-18,102003
1/10/2013,102213037,102102482,102018,-9,102003
1/10/2013,102213037,102103655,102018,-11,102003
1/10/2013,102213037,102103656,102018,-6,102003
